130001-0.0,Source of report of A00 (cholera)
131083-0.0,Source of report of G60 (hereditary and idiopathic neuropathy)
131085-0.0,Source of report of G61 (inflammatory polyneuropathy)
131087-0.0,Source of report of G62 (other polyneuropathies)
131089-0.0,Source of report of G63 (polyneuropathy in diseases classified elsewhere)
131091-0.0,Source of report of G64 (other disorders of peripheral nervous system)
131093-0.0,Source of report of G70 (myasthenia gravis and other myoneural disorders)
131095-0.0,Source of report of G71 (primary disorders of muscles)
131097-0.0,Source of report of G72 (other myopathies)
131099-0.0,Source of report of G73 (disorders of myoneural junction and muscle in diseases classified elsewhere)
131101-0.0,Source of report of G80 (infantile cerebral palsy)
131103-0.0,Source of report of G81 (hemiplegia)
131105-0.0,Source of report of G82 (paraplegia and tetraplegia)
131107-0.0,Source of report of G83 (other paralytic syndromes)
131109-0.0,Source of report of G90 (disorders of autonomic nervous system)
131111-0.0,Source of report of G91 (hydrocephalus)
131113-0.0,Source of report of G92 (toxic encephalopathy)
131115-0.0,Source of report of G93 (other disorders of brain)
131117-0.0,Source of report of G94 (other disorders of brain in diseases classified elsewhere)
131119-0.0,Source of report of G95 (other diseases of spinal cord)
131121-0.0,Source of report of G96 (other disorders of central nervous system)
131123-0.0,"Source of report of G97 (postprocedural disorders of nervous system, not elsewhere classified)"
131125-0.0,"Source of report of G98 (other disorders of nervous system, not elsewhere classified)"
131127-0.0,Source of report of G99 (other disorders of nervous system in diseases classified elsewhere)
131129-0.0,Source of report of H00 (hordeolum and chalazion)
131131-0.0,Source of report of H01 (other inflammation of eyelid)
131133-0.0,Source of report of H02 (other disorders of eyelid)
131135-0.0,Source of report of H03 (disorders of eyelid in diseases classified elsewhere)
131137-0.0,Source of report of H04 (disorders of lachrymal system)
131139-0.0,Source of report of H05 (disorders of orbit)
131141-0.0,Source of report of H06 (disorders of lachrymal system and orbit in diseases classified elsewhere)
131143-0.0,Source of report of H10 (conjunctivitis)
131145-0.0,Source of report of H11 (other disorders of conjunctiva)
131147-0.0,Source of report of H13 (disorders of conjunctiva in diseases classified elsewhere)
131149-0.0,Source of report of H15 (disorders of sclera)
131151-0.0,Source of report of H16 (keratitis)
131153-0.0,Source of report of H17 (corneal scars and opacities)
131155-0.0,Source of report of H18 (other disorders of cornea)
131157-0.0,Source of report of H19 (disorders of sclera and cornea in diseases classified elsewhere)
131159-0.0,Source of report of H20 (iridocyclitis)
131161-0.0,Source of report of H21 (other disorders of iris and ciliary body)
131163-0.0,Source of report of H22 (disorders of iris and ciliary body in diseases classified elsewhere)
131165-0.0,Source of report of H25 (senile cataract)
131167-0.0,Source of report of H26 (other cataract)
131169-0.0,Source of report of H27 (other disorders of lens)
131171-0.0,Source of report of H28 (cataract and other disorders of lens in diseases classified elsewhere)
131173-0.0,Source of report of H30 (chorioretinal inflammation)
131175-0.0,Source of report of H31 (other disorders of choroid)
131177-0.0,Source of report of H32 (chorioretinal disorders in diseases classified elsewhere)
131179-0.0,Source of report of H33 (retinal detachments and breaks)
131181-0.0,Source of report of H34 (retinal vascular occlusions)
131183-0.0,Source of report of H35 (other retinal disorders)
131185-0.0,Source of report of H36 (retinal disorders in diseases classified elsewhere)
131187-0.0,Source of report of H40 (glaucoma)
131189-0.0,Source of report of H42 (glaucoma in diseases classified elsewhere)
131191-0.0,Source of report of H43 (disorders of vitreous body)
131193-0.0,Source of report of H44 (disorders of globe)
131195-0.0,Source of report of H45 (disorders of vitreous body and globe in diseases classified elsewhere)
131197-0.0,Source of report of H46 (optic neuritis)
131199-0.0,Source of report of H47 (other disorders of optic [2nd] nerve and visual pathways)
131201-0.0,Source of report of H48 (disorders of optic [2nd] nerve and visual pathways in diseases classified elsewhere)
131203-0.0,Source of report of H49 (paralytic strabismus)
131205-0.0,Source of report of H50 (other strabismus)
131207-0.0,Source of report of H51 (other disorders of binocular movement)
131209-0.0,Source of report of H52 (disorders of refraction and accommodation)
131211-0.0,Source of report of H53 (visual disturbances)
131213-0.0,Source of report of H54 (blindness and low vision)
131215-0.0,Source of report of H55 (nystagmus and other irregular eye movements)
131217-0.0,Source of report of H57 (other disorders of eye and adnexa)
131219-0.0,Source of report of H58 (other disorders of eye and adnexa in diseases classified elsewhere)
131221-0.0,"Source of report of H59 (postprocedural disorders of eye and adnexa, not elsewhere classified)"
131223-0.0,Source of report of H60 (otitis externa)
131225-0.0,Source of report of H61 (other disorders of external ear)
131227-0.0,Source of report of H62 (disorders of external ear in diseases classified elsewhere)
131229-0.0,Source of report of H65 (nonsuppurative otitis media)
131231-0.0,Source of report of H66 (suppurative and unspecified otitis media)
131233-0.0,Source of report of H67 (otitis media in diseases classified elsewhere)
131235-0.0,Source of report of H68 (eustachian salpingitis and obstruction)
131237-0.0,Source of report of H69 (other disorders of eustachian tube)
131239-0.0,Source of report of H70 (mastoiditis and related conditions)
131241-0.0,Source of report of H71 (cholesteatoma of middle ear)
131243-0.0,Source of report of H72 (perforation of tympanic membrane)
131245-0.0,Source of report of H73 (other disorders of tympanic membrane)
131247-0.0,Source of report of H74 (other disorders of middle ear and mastoid)
131249-0.0,Source of report of H75 (other disorders of middle ear and mastoid in diseases classified elsewhere)
131251-0.0,Source of report of H80 (otosclerosis)
131253-0.0,Source of report of H81 (disorders of vestibular function)
131255-0.0,Source of report of H82 (vertiginous syndromes in diseases classified elsewhere)
131257-0.0,Source of report of H83 (other diseases of inner ear)
131259-0.0,Source of report of H90 (conductive and sensorineural hearing loss)
131261-0.0,Source of report of H91 (other hearing loss)
131263-0.0,Source of report of H92 (otalgia and effusion of ear)
131265-0.0,"Source of report of H93 (other disorders of ear, not elsewhere classified)"
131267-0.0,Source of report of H94 (other disorders of ear in diseases classified elsewhere)
131269-0.0,"Source of report of H95 (postprocedural disorders of ear and mastoid process, not elsewhere classified)"
131271-0.0,Source of report of I00 (rheumatic fever without mention of heart involvement)
131273-0.0,Source of report of I01 (rheumatic fever with heart involvement)
131275-0.0,Source of report of I02 (rheumatic chorea)
131277-0.0,Source of report of I05 (rheumatic mitral valve diseases)
131279-0.0,Source of report of I06 (rheumatic aortic valve diseases)
131281-0.0,Source of report of I07 (rheumatic tricuspid valve diseases)
131283-0.0,Source of report of I08 (multiple valve diseases)
131285-0.0,Source of report of I09 (other rheumatic heart diseases)
131287-0.0,Source of report of I10 (essential (primary) hypertension)
131289-0.0,Source of report of I11 (hypertensive heart disease)
131291-0.0,Source of report of I12 (hypertensive renal disease)
131293-0.0,Source of report of I13 (hypertensive heart and renal disease)
131295-0.0,Source of report of I15 (secondary hypertension)
131297-0.0,Source of report of I20 (angina pectoris)
131299-0.0,Source of report of I21 (acute myocardial infarction)
131301-0.0,Source of report of I22 (subsequent myocardial infarction)
131303-0.0,Source of report of I23 (certain current complications following acute myocardial infarction)
131305-0.0,Source of report of I24 (other acute ischaemic heart diseases)
131307-0.0,Source of report of I25 (chronic ischaemic heart disease)
131309-0.0,Source of report of I26 (pulmonary embolism)
131311-0.0,Source of report of I27 (other pulmonary heart diseases)
131313-0.0,Source of report of I28 (other diseases of pulmonary vessels)
131315-0.0,Source of report of I30 (acute pericarditis)
131317-0.0,Source of report of I31 (other diseases of pericardium)
131319-0.0,Source of report of I32 (pericarditis in diseases classified elsewhere)
131321-0.0,Source of report of I33 (acute and subacute endocarditis)
131323-0.0,Source of report of I34 (nonrheumatic mitral valve disorders)
131325-0.0,Source of report of I35 (nonrheumatic aortic valve disorders)
131327-0.0,Source of report of I36 (nonrheumatic tricuspid valve disorders)
131329-0.0,Source of report of I37 (pulmonary valve disorders)
131331-0.0,"Source of report of I38 (endocarditis, valve unspecified)"
131333-0.0,Source of report of I39 (endocarditis and heart valve disorders in diseases classified elsewhere)
131335-0.0,Source of report of I40 (acute myocarditis)
131337-0.0,Source of report of I41 (myocarditis in diseases classified elsewhere)
131339-0.0,Source of report of I42 (cardiomyopathy)
131341-0.0,Source of report of I43 (cardiomyopathy in diseases classified elsewhere)
131343-0.0,Source of report of I44 (atrioventricular and left bundle-branch block)
131345-0.0,Source of report of I45 (other conduction disorders)
131347-0.0,Source of report of I46 (cardiac arrest)
131349-0.0,Source of report of I47 (paroxysmal tachycardia)
131351-0.0,Source of report of I48 (atrial fibrillation and flutter)
131353-0.0,Source of report of I49 (other cardiac arrhythmias)
131355-0.0,Source of report of I50 (heart failure)
131357-0.0,Source of report of I51 (complications and ill-defined descriptions of heart disease)
131359-0.0,Source of report of I52 (other heart disorders in diseases classified elsewhere)
131361-0.0,Source of report of I60 (subarachnoid haemorrhage)
131363-0.0,Source of report of I61 (intracerebral haemorrhage)
131365-0.0,Source of report of I62 (other nontraumatic intracranial haemorrhage)
131367-0.0,Source of report of I63 (cerebral infarction)
131369-0.0,"Source of report of I64 (stroke, not specified as haemorrhage or infarction)"
131371-0.0,"Source of report of I65 (occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction)"
131373-0.0,"Source of report of I66 (occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction)"
131375-0.0,Source of report of I67 (other cerebrovascular diseases)
131377-0.0,Source of report of I68 (cerebrovascular disorders in diseases classified elsewhere)
131379-0.0,Source of report of I69 (sequelae of cerebrovascular disease)
131381-0.0,Source of report of I70 (atherosclerosis)
131383-0.0,Source of report of I71 (aortic aneurysm and dissection)
131385-0.0,Source of report of I72 (other aneurysm)
131387-0.0,Source of report of I73 (other peripheral vascular diseases)
131389-0.0,Source of report of I74 (arterial embolism and thrombosis)
131391-0.0,Source of report of I77 (other disorders of arteries and arterioles)
131393-0.0,Source of report of I78 (diseases of capillaries)
131395-0.0,"Source of report of I79 (disorders of arteries, arterioles and capillaries in diseases classified elsewhere)"
131397-0.0,Source of report of I80 (phlebitis and thrombophlebitis)
131399-0.0,Source of report of I81 (portal vein thrombosis)
131401-0.0,Source of report of I82 (other venous embolism and thrombosis)
131403-0.0,Source of report of I83 (varicose veins of lower extremities)
131405-0.0,Source of report of I84 (haemorrhoids)
131407-0.0,Source of report of I85 (oesophageal varices)
131409-0.0,Source of report of I86 (varicose veins of other sites)
131411-0.0,Source of report of I87 (other disorders of veins)
131413-0.0,Source of report of I88 (nonspecific lymphadenitis)
131415-0.0,Source of report of I89 (other non-infective disorders of lymphatic vessels and lymph nodes)
131417-0.0,Source of report of I95 (hypotension)
131419-0.0,"Source of report of I97 (postprocedural disorders of circulatory system, not elsewhere classified)"
131421-0.0,Source of report of I98 (other disorders of circulatory system in diseases classified elsewhere)
131423-0.0,Source of report of I99 (other and unspecified disorders of circulatory system)
131425-0.0,Source of report of J00 (acute nasopharyngitis [common cold])
131427-0.0,Source of report of J01 (acute sinusitis)
131429-0.0,Source of report of J02 (acute pharyngitis)
131431-0.0,Source of report of J03 (acute tonsillitis)
131433-0.0,Source of report of J04 (acute laryngitis and tracheitis)
131435-0.0,Source of report of J05 (acute obstructive laryngitis [croup] and epiglottitis)
131437-0.0,Source of report of J06 (acute upper respiratory infections of multiple and unspecified sites)
131439-0.0,Source of report of J09 (influenza due to certain identified influenza virus)
131441-0.0,Source of report of J10 (influenza due to identified influenza virus)
131443-0.0,"Source of report of J11 (influenza, virus not identified)"
131445-0.0,"Source of report of J12 (viral pneumonia, not elsewhere classified)"
131447-0.0,Source of report of J13 (pneumonia due to streptococcus pneumoniae)
131449-0.0,Source of report of J14 (pneumonia due to haemophilus influenzae)
131451-0.0,"Source of report of J15 (bacterial pneumonia, not elsewhere classified)"
131453-0.0,"Source of report of J16 (pneumonia due to other infectious organisms, not elsewhere classified)"
131455-0.0,Source of report of J17 (pneumonia in diseases classified elsewhere)
131457-0.0,"Source of report of J18 (pneumonia, organism unspecified)"
131459-0.0,Source of report of J20 (acute bronchitis)
131461-0.0,Source of report of J21 (acute bronchiolitis)
131463-0.0,Source of report of J22 (unspecified acute lower respiratory infection)
131465-0.0,Source of report of J30 (vasomotor and allergic rhinitis)
131467-0.0,"Source of report of J31 (chronic rhinitis, nasopharyngitis and pharyngitis)"
131469-0.0,Source of report of J32 (chronic sinusitis)
131471-0.0,Source of report of J33 (nasal polyp)
131473-0.0,Source of report of J34 (other disorders of nose and nasal sinuses)
131475-0.0,Source of report of J35 (chronic diseases of tonsils and adenoids)
131477-0.0,Source of report of J36 (peritonsillar abscess)
131479-0.0,Source of report of J37 (chronic laryngitis and laryngotracheitis)
131481-0.0,"Source of report of J38 (diseases of vocal cords and larynx, not elsewhere classified)"
131483-0.0,Source of report of J39 (other diseases of upper respiratory tract)
131485-0.0,"Source of report of J40 (bronchitis, not specified as acute or chronic)"
131487-0.0,Source of report of J41 (simple and mucopurulent chronic bronchitis)
131489-0.0,Source of report of J42 (unspecified chronic bronchitis)
131491-0.0,Source of report of J43 (emphysema)
131493-0.0,Source of report of J44 (other chronic obstructive pulmonary disease)
131495-0.0,Source of report of J45 (asthma)
131497-0.0,Source of report of J46 (status asthmaticus)
131499-0.0,Source of report of J47 (bronchiectasis)
131501-0.0,Source of report of J60 (coalworker's pneumoconiosis)
131503-0.0,Source of report of J61 (pneumoconiosis due to asbestos and other mineral fibres)
131505-0.0,Source of report of J62 (pneumoconiosis due to dust containing silica)
131507-0.0,Source of report of J63 (pneumoconiosis due to other inorganic dusts)
131509-0.0,Source of report of J64 (unspecified pneumoconiosis)
131513-0.0,Source of report of J66 (airway disease due to specific organic dust)
131515-0.0,Source of report of J67 (hypersensitivity pneumonitis due to organic dust)
131517-0.0,"Source of report of J68 (respiratory conditions due to inhalation of chemicals, gases, fumes and vapours)"
131519-0.0,Source of report of J69 (pneumonitis due to solids and liquids)
131521-0.0,Source of report of J70 (respiratory conditions due to other external agents)
131523-0.0,Source of report of J80 (adult respiratory distress syndrome)
131525-0.0,Source of report of J81 (pulmonary oedema)
131527-0.0,"Source of report of J82 (pulmonary eosinophilia, not elsewhere classified)"
131529-0.0,Source of report of J84 (other interstitial pulmonary diseases)
131531-0.0,Source of report of J85 (abscess of lung and mediastinum)
131533-0.0,Source of report of J86 (pyothorax)
131535-0.0,"Source of report of J90 (pleural effusion, not elsewhere classified)"
131537-0.0,Source of report of J91 (pleural effusion in conditions classified elsewhere)
131539-0.0,Source of report of J92 (pleural plaque)
131541-0.0,Source of report of J93 (pneumothorax)
131543-0.0,Source of report of J94 (other pleural conditions)
131545-0.0,"Source of report of J95 (postprocedural respiratory disorders, not elsewhere classified)"
131547-0.0,"Source of report of J96 (respiratory failure, not elsewhere classified)"
131549-0.0,Source of report of J98 (other respiratory disorders)
131551-0.0,Source of report of J99 (respiratory disorders in diseases classified elsewhere)
131553-0.0,Source of report of K00 (disorders of tooth development and eruption)
131555-0.0,Source of report of K01 (embedded and impacted teeth)
131557-0.0,Source of report of K02 (dental caries)
131559-0.0,Source of report of K03 (other diseases of hard tissues of teeth)
131561-0.0,Source of report of K04 (diseases of pulp and periapical tissues)
131563-0.0,Source of report of K05 (gingivitis and periodontal diseases)
131565-0.0,Source of report of K06 (other disorders of gingiva and edentulous alveolar ridge)
131567-0.0,Source of report of K07 (dentofacial anomalies [including malocclusion])
131569-0.0,Source of report of K08 (other disorders of teeth and supporting structures)
131571-0.0,"Source of report of K09 (cysts of oral region, not elsewhere classified)"
131573-0.0,Source of report of K10 (other diseases of jaws)
131575-0.0,Source of report of K11 (diseases of salivary glands)
131577-0.0,Source of report of K12 (stomatitis and related lesions)
131579-0.0,Source of report of K13 (other diseases of lip and oral mucosa)
131581-0.0,Source of report of K14 (diseases of tongue)
131583-0.0,Source of report of K20 (oesophagitis)
131585-0.0,Source of report of K21 (gastro-oesophageal reflux disease)
131587-0.0,Source of report of K22 (other diseases of oesophagus)
131589-0.0,Source of report of K23 (disorders of oesophagus in diseases classified elsewhere)
131591-0.0,Source of report of K25 (gastric ulcer)
131593-0.0,Source of report of K26 (duodenal ulcer)
131595-0.0,"Source of report of K27 (peptic ulcer, site unspecified)"
131597-0.0,Source of report of K28 (gastrojejunal ulcer)
131599-0.0,Source of report of K29 (gastritis and duodenitis)
131601-0.0,Source of report of K30 (dyspepsia)
131603-0.0,Source of report of K31 (other diseases of stomach and duodenum)
131605-0.0,Source of report of K35 (acute appendicitis)
131607-0.0,Source of report of K36 (other appendicitis)
131609-0.0,Source of report of K37 (unspecified appendicitis)
131611-0.0,Source of report of K38 (other diseases of appendix)
131613-0.0,Source of report of K40 (inguinal hernia)
131615-0.0,Source of report of K41 (femoral hernia)
131617-0.0,Source of report of K42 (umbilical hernia)
131619-0.0,Source of report of K43 (ventral hernia)
131621-0.0,Source of report of K44 (diaphragmatic hernia)
131623-0.0,Source of report of K45 (other abdominal hernia)
131625-0.0,Source of report of K46 (unspecified abdominal hernia)
131627-0.0,Source of report of K50 (crohn's disease [regional enteritis])
131629-0.0,Source of report of K51 (ulcerative colitis)
131631-0.0,Source of report of K52 (other non-infective gastro-enteritis and colitis)
131633-0.0,Source of report of K55 (vascular disorders of intestine)
131635-0.0,Source of report of K56 (paralytic ileus and intestinal obstruction without hernia)
131637-0.0,Source of report of K57 (diverticular disease of intestine)
131639-0.0,Source of report of K58 (irritable bowel syndrome)
131641-0.0,Source of report of K59 (other functional intestinal disorders)
131643-0.0,Source of report of K60 (fissure and fistula of anal and rectal regions)
131645-0.0,Source of report of K61 (abscess of anal and rectal regions)
131647-0.0,Source of report of K62 (other diseases of anus and rectum)
131649-0.0,Source of report of K63 (other diseases of intestine)
131651-0.0,Source of report of K64 (haemorrhoids and perianal venous thrombosis)
131653-0.0,Source of report of K65 (peritonitis)
131655-0.0,Source of report of K66 (other disorders of peritoneum)
131657-0.0,Source of report of K67 (disorders of peritoneum in infectious diseases classified elsewhere)
131659-0.0,Source of report of K70 (alcoholic liver disease)
131661-0.0,Source of report of K71 (toxic liver disease)
131663-0.0,"Source of report of K72 (hepatic failure, not elsewhere classified)"
131665-0.0,"Source of report of K73 (chronic hepatitis, not elsewhere classified)"
131667-0.0,Source of report of K74 (fibrosis and cirrhosis of liver)
131669-0.0,Source of report of K75 (other inflammatory liver diseases)
131671-0.0,Source of report of K76 (other diseases of liver)
131673-0.0,Source of report of K77 (liver disorders in diseases classified elsewhere)
131675-0.0,Source of report of K80 (cholelithiasis)
131677-0.0,Source of report of K81 (cholecystitis)
131679-0.0,Source of report of K82 (other diseases of gallbladder)
131681-0.0,Source of report of K83 (other diseases of biliary tract)
131683-0.0,Source of report of K85 (acute pancreatitis)
131685-0.0,Source of report of K86 (other diseases of pancreas)
131687-0.0,"Source of report of K87 (disorders of gallbladder, biliary tract and pancreas in diseases classified elsewhere)"
131689-0.0,Source of report of K90 (intestinal malabsorption)
131691-0.0,"Source of report of K91 (postprocedural disorders of digestive system, not elsewhere classified)"
131693-0.0,Source of report of K92 (other diseases of digestive system)
131695-0.0,Source of report of K93 (disorders of other digestive organs in diseases classified elsewhere)
131697-0.0,Source of report of L00 (staphylococcal scalded skin syndrome)
131699-0.0,Source of report of L01 (impetigo)
131701-0.0,"Source of report of L02 (cutaneous abscess, furuncle and carbuncle)"
131703-0.0,Source of report of L03 (cellulitis)
131705-0.0,Source of report of L04 (acute lymphadenitis)
131707-0.0,Source of report of L05 (pilonidal cyst)
131709-0.0,Source of report of L08 (other local infections of skin and subcutaneous tissue)
131711-0.0,Source of report of L10 (pemphigus)
131713-0.0,Source of report of L11 (other acantholytic disorders)
131715-0.0,Source of report of L12 (pemphigoid)
131717-0.0,Source of report of L13 (other bullous disorders)
131719-0.0,Source of report of L14 (bullous disorders in diseases classified elsewhere)
131721-0.0,Source of report of L20 (atopic dermatitis)
131723-0.0,Source of report of L21 (seborrhoeic dermatitis)
131725-0.0,Source of report of L22 (diaper [napkin] dermatitis)
131727-0.0,Source of report of L23 (allergic contact dermatitis)
131729-0.0,Source of report of L24 (irritant contact dermatitis)
131731-0.0,Source of report of L25 (unspecified contact dermatitis)
131733-0.0,Source of report of L26 (exfoliative dermatitis)
131735-0.0,Source of report of L27 (dermatitis due to substances taken internally)
131737-0.0,Source of report of L28 (lichen simplex chronicus and prurigo)
131739-0.0,Source of report of L29 (pruritus)
131741-0.0,Source of report of L30 (other dermatitis)
131743-0.0,Source of report of L40 (psoriasis)
131745-0.0,Source of report of L41 (parapsoriasis)
131747-0.0,Source of report of L42 (pityriasis rosea)
131749-0.0,Source of report of L43 (lichen planus)
131751-0.0,Source of report of L44 (other papulosquamous disorders)
131755-0.0,Source of report of L50 (urticaria)
131757-0.0,Source of report of L51 (erythema multiforme)
131759-0.0,Source of report of L52 (erythema nodosum)
131761-0.0,Source of report of L53 (other erythematous conditions)
131763-0.0,Source of report of L54 (erythema in diseases classified elsewhere)
131765-0.0,Source of report of L55 (sunburn)
131767-0.0,Source of report of L56 (other acute skin changes due to ultraviolet radiation)
131769-0.0,Source of report of L57 (skin changes due to chronic exposure to nonionising radiation)
131771-0.0,Source of report of L58 (radiodermatitis)
131773-0.0,Source of report of L59 (other disorders of skin and subcutaneous tissue related to radiation)
131775-0.0,Source of report of L60 (nail disorders)
131777-0.0,Source of report of L62 (nail disorders in diseases classified elsewhere)
131779-0.0,Source of report of L63 (alopecia areata)
131781-0.0,Source of report of L64 (androgenic alopecia)
131783-0.0,Source of report of L65 (other nonscarring hair loss)
131785-0.0,Source of report of L66 (cicatricial alopecia [scarring hair loss])
131787-0.0,Source of report of L67 (hair colour and hair shaft abnormalities)
131789-0.0,Source of report of L68 (hypertrichosis)
131791-0.0,Source of report of L70 (acne)
131793-0.0,Source of report of L71 (rosacea)
131795-0.0,Source of report of L72 (follicular cysts of skin and subcutaneous tissue)
131797-0.0,Source of report of L73 (other follicular disorders)
131799-0.0,Source of report of L74 (eccrine sweat disorders)
131801-0.0,Source of report of L75 (apocrine sweat disorders)
131803-0.0,Source of report of L80 (vitiligo)
131805-0.0,Source of report of L81 (other disorders of pigmentation)
131807-0.0,Source of report of L82 (seborrhoeic keratosis)
131809-0.0,Source of report of L83 (acanthosis nigricans)
131811-0.0,Source of report of L84 (corns and callosities)
131813-0.0,Source of report of L85 (other epidermal thickening)
131815-0.0,Source of report of L86 (keratoderma in diseases classified elsewhere)
131817-0.0,Source of report of L87 (transepidermal elimination disorders)
131819-0.0,Source of report of L88 (pyoderma gangrenosum)
131821-0.0,Source of report of L89 (decubitus ulcer)
131823-0.0,Source of report of L90 (atrophic disorders of skin)
131825-0.0,Source of report of L91 (hypertrophic disorders of skin)
131827-0.0,Source of report of L92 (granulomatous disorders of skin and subcutaneous tissue)
131829-0.0,Source of report of L93 (lupus erythematosus)
131831-0.0,Source of report of L94 (other localised connective tissue disorders)
131833-0.0,"Source of report of L95 (vasculitis limited to skin, not elsewhere classified)"
131835-0.0,"Source of report of L97 (ulcer of lower limb, not elsewhere classified)"
131837-0.0,"Source of report of L98 (other disorders of skin and subcutaneous tissue, not elsewhere classified)"
131839-0.0,Source of report of L99 (other disorders of skin and subcutaneous tissue in diseases classified elsewhere)
131841-0.0,Source of report of M00 (pyogenic arthritis)
131843-0.0,Source of report of M01 (direct infections of joint in infectious and parasitic diseases classified elsewhere)
131845-0.0,Source of report of M02 (reactive arthropathies)
131847-0.0,Source of report of M03 (postinfective and reactive arthropathies in diseases classified elsewhere)
131849-0.0,Source of report of M05 (seropositive rheumatoid arthritis)
131851-0.0,Source of report of M06 (other rheumatoid arthritis)
131853-0.0,Source of report of M07 (psoriatic and enteropathic arthropathies)
131855-0.0,Source of report of M08 (juvenile arthritis)
131857-0.0,Source of report of M09 (juvenile arthritis in diseases classified elsewhere)
131859-0.0,Source of report of M10 (gout)
131861-0.0,Source of report of M11 (other crystal arthropathies)
131863-0.0,Source of report of M12 (other specific arthropathies)
131865-0.0,Source of report of M13 (other arthritis)
